日期,子行业,卖家数,父行业卖家数占比,有交易卖家数,父行业有交易卖家数占比
2018-01-01|2018-01-31,手机配件,519293,69.24%,96421,58.12%
2018-01-01|2018-01-31,USB数码周边,211144,28.15%,11013,6.64%
2018-01-01|2018-01-31,笔记本电脑配件,190667,25.42%,16221,9.78%
2018-01-01|2018-01-31,数码周边,182961,24.39%,18126,10.93%
2018-01-01|2018-01-31,单反/单电相机配件,174397,23.25%,13033,7.86%
2018-01-01|2018-01-31,平板电脑配件,147014,19.60%,10320,6.22%
2018-01-01|2018-01-31,家电影音周边配件,128684,17.16%,11245,6.78%
2018-01-01|2018-01-31,移动电源,124826,16.64%,10452,6.30%
2018-01-01|2018-01-31,数码包/收纳/整理,124799,16.64%,7129,4.30%
2018-01-01|2018-01-31,其它配件,116760,15.57%,11562,6.97%
2018-01-01|2018-01-31,车载手机配件,113457,15.13%,5564,3.35%
2018-01-01|2018-01-31,干电池/充电电池/套装,106485,14.20%,11922,7.19%
2018-01-01|2018-01-31,MP3/MP4配件,62046,8.27%,4256,2.57%
2018-01-01|2018-01-31,数码相机配件,56660,7.55%,3555,2.14%
2018-01-01|2018-01-31,胶片相机配件,53530,7.14%,1636,0.99%
2018-01-01|2018-01-31,摄像机配件,25006,3.33%,2223,1.34%
2018-01-01|2018-01-31,电子书配件,22150,2.95%,1188,0.72%
2018-01-01|2018-01-31,数码相框,8179,1.09%,154,0.09%
2018-01-01|2018-01-31,电教产品配件,6394,0.85%,449,0.27%
2018-01-01|2018-01-31,3G无线上网卡设备,2945,0.39%,247,0.15%